created,value
2020-10-01T00:06:05.000Z,0.163
2020-10-01T00:21:05.000Z,0.163
2020-10-01T00:36:05.000Z,0.163
2020-10-01T00:51:05.000Z,0.163
2020-10-01T01:06:05.000Z,0.163
2020-10-01T01:21:05.000Z,0.163
2020-10-01T01:36:05.000Z,0.163
2020-10-01T01:51:05.000Z,0.163
2020-10-01T02:06:05.000Z,0.163
2020-10-01T02:21:05.000Z,0.163
2020-10-01T02:36:05.000Z,0.163
2020-10-01T02:51:05.000Z,0.163
2020-10-01T03:06:05.000Z,0.163
2020-10-01T03:21:05.000Z,0.163
2020-10-01T03:36:05.000Z,0.163
2020-10-01T03:51:05.000Z,0.163
2020-10-01T04:06:05.000Z,0.163
2020-10-01T04:21:05.000Z,0.163
2020-10-01T04:36:05.000Z,0.163
2020-10-01T04:51:05.000Z,0.163
2020-10-01T05:06:05.000Z,0.163
2020-10-01T05:21:05.000Z,0.163
2020-10-01T05:36:05.000Z,0.163
2020-10-01T05:51:05.000Z,0.163
2020-10-01T06:06:05.000Z,0.162
2020-10-01T06:21:05.000Z,0.163
2020-10-01T06:36:05.000Z,0.163
2020-10-01T06:51:05.000Z,0.162
2020-10-01T07:06:05.000Z,0.162
2020-10-01T07:21:05.000Z,0.162
2020-10-01T07:36:05.000Z,0.162
2020-10-01T07:51:05.000Z,0.162
2020-10-01T08:06:05.000Z,0.162
2020-10-01T08:21:05.000Z,0.162
2020-10-01T08:36:05.000Z,0.162
2020-10-01T08:51:05.000Z,0.162
2020-10-01T09:06:05.000Z,0.162
2020-10-01T09:21:05.000Z,0.162
2020-10-01T09:36:13.000Z,0.162
2020-10-01T09:51:06.000Z,0.161
2020-10-01T10:06:05.000Z,0.161
2020-10-01T10:21:05.000Z,0.161
2020-10-01T10:36:05.000Z,0.161
2020-10-01T10:51:05.000Z,0.161
2020-10-01T11:06:05.000Z,0.161
2020-10-01T11:21:05.000Z,0.161
2020-10-01T11:36:05.000Z,0.161
2020-10-01T11:51:05.000Z,0.161
2020-10-01T12:06:05.000Z,0.161
2020-10-01T12:21:05.000Z,0.161
2020-10-01T12:36:05.000Z,0.161
2020-10-01T12:51:05.000Z,0.16
2020-10-01T13:06:05.000Z,0.16
2020-10-01T13:21:05.000Z,0.16
2020-10-01T13:36:05.000Z,0.16
2020-10-01T13:51:05.000Z,0.16
2020-10-01T14:06:05.000Z,0.16
2020-10-01T14:21:05.000Z,0.16
2020-10-01T14:36:05.000Z,0.16
2020-10-01T14:51:05.000Z,0.16
2020-10-01T15:06:05.000Z,0.16
2020-10-01T15:21:05.000Z,0.16
2020-10-01T15:36:05.000Z,0.16
2020-10-01T15:51:05.000Z,0.16
