created,value
2020-11-01T00:02:05.000Z,0.151
2020-11-01T00:17:05.000Z,0.151
2020-11-01T00:32:05.000Z,0.151
2020-11-01T00:47:05.000Z,0.151
2020-11-01T01:02:05.000Z,0.151
2020-11-01T01:17:05.000Z,0.151
2020-11-01T01:32:05.000Z,0.151
2020-11-01T01:47:05.000Z,0.151
2020-11-01T02:02:05.000Z,0.151
2020-11-01T02:17:05.000Z,0.151
2020-11-01T02:32:05.000Z,0.15
2020-11-01T02:47:05.000Z,0.151
2020-11-01T03:02:05.000Z,0.15
2020-11-01T03:17:05.000Z,0.151
2020-11-01T03:32:05.000Z,0.151
2020-11-01T03:47:05.000Z,0.15
2020-11-01T04:02:05.000Z,0.151
2020-11-01T04:17:05.000Z,0.15
2020-11-01T04:32:05.000Z,0.15
2020-11-01T04:47:05.000Z,0.15
2020-11-01T05:02:05.000Z,0.15
2020-11-01T05:17:05.000Z,0.15
2020-11-01T05:32:05.000Z,0.15
2020-11-01T05:47:05.000Z,0.15
2020-11-01T06:02:05.000Z,0.15
2020-11-01T06:17:05.000Z,0.15
2020-11-01T06:32:05.000Z,0.15
2020-11-01T06:47:05.000Z,0.15
2020-11-01T07:02:05.000Z,0.15
2020-11-01T07:17:05.000Z,0.15
2020-11-01T07:32:05.000Z,0.15
2020-11-01T07:47:05.000Z,0.15
2020-11-01T08:02:12.000Z,0.15
2020-11-01T08:17:06.000Z,0.15
2020-11-01T08:32:05.000Z,0.15
2020-11-01T08:47:05.000Z,0.15
2020-11-01T09:02:05.000Z,0.15
2020-11-01T09:17:05.000Z,0.15
2020-11-01T09:32:05.000Z,0.15
2020-11-01T09:47:05.000Z,0.15
2020-11-01T10:02:05.000Z,0.15
2020-11-01T10:17:05.000Z,0.149
2020-11-01T10:32:05.000Z,0.15
2020-11-01T10:47:05.000Z,0.15
2020-11-01T11:02:05.000Z,0.149
2020-11-01T11:17:05.000Z,0.149
2020-11-01T11:32:05.000Z,0.149
2020-11-01T11:47:05.000Z,0.149
2020-11-01T12:02:05.000Z,0.15
2020-11-01T12:17:05.000Z,0.149
2020-11-01T12:32:05.000Z,0.149
2020-11-01T12:47:05.000Z,0.15
2020-11-01T13:02:05.000Z,0.149
2020-11-01T13:17:05.000Z,0.15
2020-11-01T13:32:05.000Z,0.149
2020-11-01T13:47:05.000Z,0.149
2020-11-01T14:02:05.000Z,0.149
2020-11-01T14:17:05.000Z,0.15
2020-11-01T14:32:05.000Z,0.149
2020-11-01T14:47:05.000Z,0.149
2020-11-01T15:02:05.000Z,0.149
2020-11-01T15:17:05.000Z,0.149
2020-11-01T15:32:05.000Z,0.149
2020-11-01T15:47:05.000Z,0.149
2020-11-01T16:02:05.000Z,0.149
2020-11-01T16:17:05.000Z,0.149
2020-11-01T16:32:05.000Z,0.149
