created,id_sensor,type,unit,value
2020-09-09T11:01:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-09T11:16:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-09T11:31:05.000Z,TN02_T_0,soil_temperature,°C,24.2
2020-09-09T11:46:05.000Z,TN02_T_0,soil_temperature,°C,24.5
2020-09-09T12:01:05.000Z,TN02_T_0,soil_temperature,°C,24.7
2020-09-09T12:16:05.000Z,TN02_T_0,soil_temperature,°C,25.0
2020-09-09T12:31:05.000Z,TN02_T_0,soil_temperature,°C,25.3
2020-09-09T12:46:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-09T13:01:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-09T13:16:05.000Z,TN02_T_0,soil_temperature,°C,26.2
2020-09-09T13:31:05.000Z,TN02_T_0,soil_temperature,°C,26.4
2020-09-09T13:46:05.000Z,TN02_T_0,soil_temperature,°C,26.7
2020-09-09T14:01:05.000Z,TN02_T_0,soil_temperature,°C,26.9
2020-09-09T14:16:05.000Z,TN02_T_0,soil_temperature,°C,27.1
2020-09-09T14:31:05.000Z,TN02_T_0,soil_temperature,°C,27.2
2020-09-09T14:46:05.000Z,TN02_T_0,soil_temperature,°C,27.4
2020-09-09T15:01:05.000Z,TN02_T_0,soil_temperature,°C,27.5
2020-09-09T15:16:05.000Z,TN02_T_0,soil_temperature,°C,27.5
2020-09-09T15:31:05.000Z,TN02_T_0,soil_temperature,°C,27.6
2020-09-09T15:46:05.000Z,TN02_T_0,soil_temperature,°C,27.6
2020-09-09T16:01:05.000Z,TN02_T_0,soil_temperature,°C,27.6
2020-09-09T16:16:05.000Z,TN02_T_0,soil_temperature,°C,27.6
2020-09-09T16:31:05.000Z,TN02_T_0,soil_temperature,°C,27.6
2020-09-09T16:46:05.000Z,TN02_T_0,soil_temperature,°C,27.6
2020-09-09T17:01:05.000Z,TN02_T_0,soil_temperature,°C,27.5
2020-09-09T17:16:05.000Z,TN02_T_0,soil_temperature,°C,27.5
2020-09-09T17:31:05.000Z,TN02_T_0,soil_temperature,°C,27.5
2020-09-09T17:46:05.000Z,TN02_T_0,soil_temperature,°C,27.4
2020-09-09T18:01:05.000Z,TN02_T_0,soil_temperature,°C,27.3
2020-09-09T18:16:05.000Z,TN02_T_0,soil_temperature,°C,27.3
2020-09-09T18:31:05.000Z,TN02_T_0,soil_temperature,°C,27.2
2020-09-09T18:46:05.000Z,TN02_T_0,soil_temperature,°C,27.1
2020-09-09T19:16:05.000Z,TN02_T_0,soil_temperature,°C,26.9
2020-09-09T19:31:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-09T19:46:05.000Z,TN02_T_0,soil_temperature,°C,26.7
2020-09-09T20:16:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-09T20:31:05.000Z,TN02_T_0,soil_temperature,°C,26.4
2020-09-09T20:46:05.000Z,TN02_T_0,soil_temperature,°C,26.3
2020-09-09T21:01:05.000Z,TN02_T_0,soil_temperature,°C,26.2
2020-09-09T21:16:05.000Z,TN02_T_0,soil_temperature,°C,26.1
2020-09-09T21:31:05.000Z,TN02_T_0,soil_temperature,°C,26.0
2020-09-09T21:46:05.000Z,TN02_T_0,soil_temperature,°C,26.0
2020-09-09T22:01:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-09T22:16:05.000Z,TN02_T_0,soil_temperature,°C,25.8
2020-09-09T22:31:05.000Z,TN02_T_0,soil_temperature,°C,25.7
2020-09-09T22:46:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-09T23:01:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-09T23:16:05.000Z,TN02_T_0,soil_temperature,°C,25.4
2020-09-09T23:31:05.000Z,TN02_T_0,soil_temperature,°C,25.3
2020-09-09T23:46:05.000Z,TN02_T_0,soil_temperature,°C,25.2
2020-09-10T00:01:05.000Z,TN02_T_0,soil_temperature,°C,25.1
2020-09-10T00:16:05.000Z,TN02_T_0,soil_temperature,°C,25.0
2020-09-10T00:31:05.000Z,TN02_T_0,soil_temperature,°C,24.9
2020-09-10T00:46:05.000Z,TN02_T_0,soil_temperature,°C,24.9
2020-09-10T01:01:05.000Z,TN02_T_0,soil_temperature,°C,24.8
2020-09-10T01:16:05.000Z,TN02_T_0,soil_temperature,°C,24.7
2020-09-10T01:31:05.000Z,TN02_T_0,soil_temperature,°C,24.6
2020-09-10T01:46:05.000Z,TN02_T_0,soil_temperature,°C,24.5
2020-09-10T02:01:05.000Z,TN02_T_0,soil_temperature,°C,24.4
2020-09-10T02:16:05.000Z,TN02_T_0,soil_temperature,°C,24.4
2020-09-10T02:31:05.000Z,TN02_T_0,soil_temperature,°C,24.3
2020-09-10T02:46:05.000Z,TN02_T_0,soil_temperature,°C,24.2
2020-09-10T03:01:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-10T03:16:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-10T03:31:05.000Z,TN02_T_0,soil_temperature,°C,24.0
2020-09-10T03:46:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-10T04:01:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-10T04:16:05.000Z,TN02_T_0,soil_temperature,°C,23.8
2020-09-10T04:31:05.000Z,TN02_T_0,soil_temperature,°C,23.8
2020-09-10T04:46:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-10T05:01:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-10T05:16:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-10T05:31:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-10T05:46:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-10T06:01:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-10T06:16:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-10T06:31:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-10T06:46:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-10T07:01:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-10T07:16:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-10T07:31:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-10T07:46:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-10T08:01:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-10T08:16:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-10T08:31:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-10T08:46:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-10T09:01:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-10T09:16:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-10T09:31:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-10T09:46:12.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-10T10:01:06.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-10T10:16:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-10T10:31:05.000Z,TN02_T_0,soil_temperature,°C,24.0
2020-09-10T10:46:05.000Z,TN02_T_0,soil_temperature,°C,24.2
2020-09-10T11:01:05.000Z,TN02_T_0,soil_temperature,°C,24.4
2020-09-10T11:16:05.000Z,TN02_T_0,soil_temperature,°C,24.6
2020-09-10T11:31:05.000Z,TN02_T_0,soil_temperature,°C,24.8
2020-09-10T11:46:05.000Z,TN02_T_0,soil_temperature,°C,24.9
2020-09-10T12:01:05.000Z,TN02_T_0,soil_temperature,°C,25.1
2020-09-10T12:16:05.000Z,TN02_T_0,soil_temperature,°C,25.3
2020-09-10T12:31:05.000Z,TN02_T_0,soil_temperature,°C,25.4
2020-09-10T12:46:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-10T13:01:05.000Z,TN02_T_0,soil_temperature,°C,25.7
2020-09-10T13:16:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-10T13:31:05.000Z,TN02_T_0,soil_temperature,°C,26.1
2020-09-10T13:46:05.000Z,TN02_T_0,soil_temperature,°C,26.2
2020-09-10T14:01:05.000Z,TN02_T_0,soil_temperature,°C,26.3
2020-09-10T14:46:05.000Z,TN02_T_0,soil_temperature,°C,26.6
2020-09-10T15:01:05.000Z,TN02_T_0,soil_temperature,°C,26.7
2020-09-10T15:16:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-10T15:31:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-10T15:46:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-10T16:01:05.000Z,TN02_T_0,soil_temperature,°C,26.9
2020-09-10T16:16:05.000Z,TN02_T_0,soil_temperature,°C,26.9
2020-09-10T16:31:05.000Z,TN02_T_0,soil_temperature,°C,26.9
2020-09-10T16:46:05.000Z,TN02_T_0,soil_temperature,°C,26.9
2020-09-10T17:01:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-10T17:16:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-10T17:31:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-10T17:46:05.000Z,TN02_T_0,soil_temperature,°C,26.8
2020-09-10T18:01:05.000Z,TN02_T_0,soil_temperature,°C,26.7
2020-09-10T18:16:05.000Z,TN02_T_0,soil_temperature,°C,26.7
2020-09-10T18:31:05.000Z,TN02_T_0,soil_temperature,°C,26.6
2020-09-10T18:46:05.000Z,TN02_T_0,soil_temperature,°C,26.6
2020-09-10T19:01:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-10T19:16:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-10T19:31:05.000Z,TN02_T_0,soil_temperature,°C,26.4
2020-09-10T19:46:05.000Z,TN02_T_0,soil_temperature,°C,26.4
2020-09-10T20:01:05.000Z,TN02_T_0,soil_temperature,°C,26.3
2020-09-10T20:16:05.000Z,TN02_T_0,soil_temperature,°C,26.2
2020-09-10T20:31:05.000Z,TN02_T_0,soil_temperature,°C,26.2
2020-09-10T20:46:05.000Z,TN02_T_0,soil_temperature,°C,26.1
2020-09-10T21:46:05.000Z,TN02_T_0,soil_temperature,°C,25.8
2020-09-10T22:16:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-10T22:31:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-10T22:46:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-10T23:01:05.000Z,TN02_T_0,soil_temperature,°C,25.4
2020-09-10T23:16:05.000Z,TN02_T_0,soil_temperature,°C,25.3
2020-09-10T23:31:05.000Z,TN02_T_0,soil_temperature,°C,25.2
2020-09-10T23:46:05.000Z,TN02_T_0,soil_temperature,°C,25.2
2020-09-11T00:01:05.000Z,TN02_T_0,soil_temperature,°C,25.1
2020-09-11T00:46:05.000Z,TN02_T_0,soil_temperature,°C,24.9
2020-09-11T01:01:05.000Z,TN02_T_0,soil_temperature,°C,24.8
2020-09-11T01:16:05.000Z,TN02_T_0,soil_temperature,°C,24.7
2020-09-11T01:46:05.000Z,TN02_T_0,soil_temperature,°C,24.6
2020-09-11T02:31:05.000Z,TN02_T_0,soil_temperature,°C,24.4
2020-09-11T02:46:05.000Z,TN02_T_0,soil_temperature,°C,24.3
2020-09-11T03:01:05.000Z,TN02_T_0,soil_temperature,°C,24.2
2020-09-11T03:16:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-11T03:31:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-11T03:46:05.000Z,TN02_T_0,soil_temperature,°C,24.0
2020-09-11T04:16:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-11T04:31:05.000Z,TN02_T_0,soil_temperature,°C,23.8
2020-09-11T04:46:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-11T05:01:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-11T05:16:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-11T05:31:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-11T06:01:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-11T06:16:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-11T06:46:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-11T07:01:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-11T07:31:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-11T07:46:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-11T08:01:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-11T08:16:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-11T08:31:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-11T08:46:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-11T09:01:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-11T09:16:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-11T09:31:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-11T09:46:13.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-11T10:01:06.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-11T10:16:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-11T10:31:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-11T10:46:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-11T11:01:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-11T11:31:05.000Z,TN02_T_0,soil_temperature,°C,24.2
2020-09-11T11:46:05.000Z,TN02_T_0,soil_temperature,°C,24.3
2020-09-11T12:01:05.000Z,TN02_T_0,soil_temperature,°C,24.5
2020-09-11T12:16:05.000Z,TN02_T_0,soil_temperature,°C,24.6
2020-09-11T12:31:05.000Z,TN02_T_0,soil_temperature,°C,24.8
2020-09-11T12:46:05.000Z,TN02_T_0,soil_temperature,°C,24.9
2020-09-11T13:01:05.000Z,TN02_T_0,soil_temperature,°C,25.0
2020-09-11T13:16:05.000Z,TN02_T_0,soil_temperature,°C,25.1
2020-09-11T13:31:05.000Z,TN02_T_0,soil_temperature,°C,25.2
2020-09-11T13:46:05.000Z,TN02_T_0,soil_temperature,°C,25.3
2020-09-11T14:01:05.000Z,TN02_T_0,soil_temperature,°C,25.4
2020-09-11T14:16:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-11T14:31:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-11T14:46:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-11T15:01:05.000Z,TN02_T_0,soil_temperature,°C,25.7
2020-09-11T15:16:05.000Z,TN02_T_0,soil_temperature,°C,25.8
2020-09-11T15:31:05.000Z,TN02_T_0,soil_temperature,°C,25.8
2020-09-11T15:46:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T16:01:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T16:16:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T16:31:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T16:46:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T17:01:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T17:46:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T18:01:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T18:16:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-11T19:31:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-11T19:46:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-11T20:01:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-11T20:16:05.000Z,TN02_T_0,soil_temperature,°C,25.4
2020-09-11T20:31:05.000Z,TN02_T_0,soil_temperature,°C,25.4
2020-09-11T23:31:05.000Z,TN02_T_0,soil_temperature,°C,24.5
2020-09-12T00:46:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-12T01:01:05.000Z,TN02_T_0,soil_temperature,°C,24.0
2020-09-12T01:16:05.000Z,TN02_T_0,soil_temperature,°C,24.0
2020-09-12T01:31:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-12T01:46:05.000Z,TN02_T_0,soil_temperature,°C,23.8
2020-09-12T02:01:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-12T02:16:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-12T02:46:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-12T03:01:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-12T03:16:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-12T03:31:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-12T03:46:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-12T04:01:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-12T04:16:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-12T04:31:05.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-12T05:01:05.000Z,TN02_T_0,soil_temperature,°C,22.9
2020-09-12T05:16:05.000Z,TN02_T_0,soil_temperature,°C,22.9
2020-09-12T06:16:05.000Z,TN02_T_0,soil_temperature,°C,22.6
2020-09-12T06:46:05.000Z,TN02_T_0,soil_temperature,°C,22.5
2020-09-12T07:01:05.000Z,TN02_T_0,soil_temperature,°C,22.5
2020-09-12T07:16:05.000Z,TN02_T_0,soil_temperature,°C,22.4
2020-09-12T07:31:05.000Z,TN02_T_0,soil_temperature,°C,22.4
2020-09-12T07:46:05.000Z,TN02_T_0,soil_temperature,°C,22.4
2020-09-12T08:01:05.000Z,TN02_T_0,soil_temperature,°C,22.3
2020-09-12T08:16:05.000Z,TN02_T_0,soil_temperature,°C,22.3
2020-09-12T08:31:05.000Z,TN02_T_0,soil_temperature,°C,22.3
2020-09-12T08:46:05.000Z,TN02_T_0,soil_temperature,°C,22.3
2020-09-12T09:01:05.000Z,TN02_T_0,soil_temperature,°C,22.4
2020-09-12T09:16:05.000Z,TN02_T_0,soil_temperature,°C,22.4
2020-09-12T09:31:05.000Z,TN02_T_0,soil_temperature,°C,22.4
2020-09-12T09:46:12.000Z,TN02_T_0,soil_temperature,°C,22.5
2020-09-12T10:01:06.000Z,TN02_T_0,soil_temperature,°C,22.6
2020-09-12T10:16:05.000Z,TN02_T_0,soil_temperature,°C,22.7
2020-09-12T10:31:05.000Z,TN02_T_0,soil_temperature,°C,22.9
2020-09-12T10:46:05.000Z,TN02_T_0,soil_temperature,°C,23.0
2020-09-12T11:01:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-12T11:16:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-12T11:31:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-12T11:46:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-12T12:01:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-12T12:16:05.000Z,TN02_T_0,soil_temperature,°C,24.3
2020-09-12T12:31:05.000Z,TN02_T_0,soil_temperature,°C,24.5
2020-09-12T12:46:05.000Z,TN02_T_0,soil_temperature,°C,24.8
2020-09-12T13:01:05.000Z,TN02_T_0,soil_temperature,°C,25.0
2020-09-12T13:16:05.000Z,TN02_T_0,soil_temperature,°C,25.3
2020-09-12T13:31:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-12T13:46:05.000Z,TN02_T_0,soil_temperature,°C,25.7
2020-09-12T14:01:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-12T14:46:05.000Z,TN02_T_0,soil_temperature,°C,26.3
2020-09-12T15:16:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-12T15:31:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-12T15:46:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-12T16:31:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-12T17:01:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-12T17:16:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-12T18:01:05.000Z,TN02_T_0,soil_temperature,°C,26.3
2020-09-12T18:46:05.000Z,TN02_T_0,soil_temperature,°C,26.1
2020-09-12T19:01:05.000Z,TN02_T_0,soil_temperature,°C,26.1
2020-09-12T19:16:05.000Z,TN02_T_0,soil_temperature,°C,26.0
2020-09-12T19:31:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-12T20:31:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-12T20:46:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-13T04:01:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-13T04:16:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-13T04:31:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-13T04:46:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-13T05:01:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-13T05:16:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-13T05:31:05.000Z,TN02_T_0,soil_temperature,°C,23.2
2020-09-13T07:16:05.000Z,TN02_T_0,soil_temperature,°C,22.8
2020-09-13T07:31:05.000Z,TN02_T_0,soil_temperature,°C,22.8
2020-09-13T07:46:05.000Z,TN02_T_0,soil_temperature,°C,22.8
2020-09-13T08:01:05.000Z,TN02_T_0,soil_temperature,°C,22.8
2020-09-13T08:16:05.000Z,TN02_T_0,soil_temperature,°C,22.8
2020-09-13T08:31:05.000Z,TN02_T_0,soil_temperature,°C,22.8
2020-09-13T09:01:05.000Z,TN02_T_0,soil_temperature,°C,22.8
2020-09-13T09:16:05.000Z,TN02_T_0,soil_temperature,°C,22.9
2020-09-13T09:31:05.000Z,TN02_T_0,soil_temperature,°C,23.0
2020-09-13T09:46:12.000Z,TN02_T_0,soil_temperature,°C,23.0
2020-09-13T10:01:06.000Z,TN02_T_0,soil_temperature,°C,23.1
2020-09-13T10:31:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-13T10:46:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-13T11:01:05.000Z,TN02_T_0,soil_temperature,°C,23.8
2020-09-13T11:31:05.000Z,TN02_T_0,soil_temperature,°C,24.2
2020-09-13T11:46:05.000Z,TN02_T_0,soil_temperature,°C,24.4
2020-09-13T12:01:05.000Z,TN02_T_0,soil_temperature,°C,24.7
2020-09-13T12:16:05.000Z,TN02_T_0,soil_temperature,°C,25.0
2020-09-13T12:31:05.000Z,TN02_T_0,soil_temperature,°C,25.2
2020-09-13T13:01:05.000Z,TN02_T_0,soil_temperature,°C,25.7
2020-09-13T13:31:05.000Z,TN02_T_0,soil_temperature,°C,26.2
2020-09-13T14:01:05.000Z,TN02_T_0,soil_temperature,°C,26.7
2020-09-13T15:16:05.000Z,TN02_T_0,soil_temperature,°C,27.3
2020-09-13T15:46:05.000Z,TN02_T_0,soil_temperature,°C,27.4
2020-09-13T16:16:05.000Z,TN02_T_0,soil_temperature,°C,27.5
2020-09-13T16:31:05.000Z,TN02_T_0,soil_temperature,°C,27.5
2020-09-13T16:46:05.000Z,TN02_T_0,soil_temperature,°C,27.4
2020-09-13T17:01:05.000Z,TN02_T_0,soil_temperature,°C,27.4
2020-09-13T17:16:05.000Z,TN02_T_0,soil_temperature,°C,27.4
2020-09-13T17:31:05.000Z,TN02_T_0,soil_temperature,°C,27.3
2020-09-13T17:46:05.000Z,TN02_T_0,soil_temperature,°C,27.3
2020-09-13T18:01:05.000Z,TN02_T_0,soil_temperature,°C,27.2
2020-09-13T18:16:05.000Z,TN02_T_0,soil_temperature,°C,27.2
2020-09-13T20:16:05.000Z,TN02_T_0,soil_temperature,°C,26.5
2020-09-13T20:31:05.000Z,TN02_T_0,soil_temperature,°C,26.4
2020-09-13T20:46:05.000Z,TN02_T_0,soil_temperature,°C,26.4
2020-09-13T21:01:05.000Z,TN02_T_0,soil_temperature,°C,26.3
2020-09-13T21:16:05.000Z,TN02_T_0,soil_temperature,°C,26.2
2020-09-13T21:31:05.000Z,TN02_T_0,soil_temperature,°C,26.1
2020-09-13T21:46:05.000Z,TN02_T_0,soil_temperature,°C,26.0
2020-09-13T22:01:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-13T22:16:05.000Z,TN02_T_0,soil_temperature,°C,25.9
2020-09-13T22:31:05.000Z,TN02_T_0,soil_temperature,°C,25.8
2020-09-13T23:01:05.000Z,TN02_T_0,soil_temperature,°C,25.6
2020-09-13T23:16:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-13T23:31:05.000Z,TN02_T_0,soil_temperature,°C,25.5
2020-09-13T23:46:05.000Z,TN02_T_0,soil_temperature,°C,25.4
2020-09-14T00:01:05.000Z,TN02_T_0,soil_temperature,°C,25.3
2020-09-14T00:16:05.000Z,TN02_T_0,soil_temperature,°C,25.2
2020-09-14T00:31:05.000Z,TN02_T_0,soil_temperature,°C,25.2
2020-09-14T00:46:05.000Z,TN02_T_0,soil_temperature,°C,25.1
2020-09-14T01:01:05.000Z,TN02_T_0,soil_temperature,°C,25.0
2020-09-14T01:16:05.000Z,TN02_T_0,soil_temperature,°C,24.9
2020-09-14T01:31:05.000Z,TN02_T_0,soil_temperature,°C,24.9
2020-09-14T01:46:05.000Z,TN02_T_0,soil_temperature,°C,24.8
2020-09-14T02:01:05.000Z,TN02_T_0,soil_temperature,°C,24.7
2020-09-14T02:16:05.000Z,TN02_T_0,soil_temperature,°C,24.6
2020-09-14T02:31:05.000Z,TN02_T_0,soil_temperature,°C,24.6
2020-09-14T02:46:05.000Z,TN02_T_0,soil_temperature,°C,24.5
2020-09-14T03:01:05.000Z,TN02_T_0,soil_temperature,°C,24.4
2020-09-14T03:16:05.000Z,TN02_T_0,soil_temperature,°C,24.3
2020-09-14T03:31:05.000Z,TN02_T_0,soil_temperature,°C,24.3
2020-09-14T03:46:05.000Z,TN02_T_0,soil_temperature,°C,24.2
2020-09-14T04:01:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-14T04:16:05.000Z,TN02_T_0,soil_temperature,°C,24.1
2020-09-14T04:46:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-14T05:01:05.000Z,TN02_T_0,soil_temperature,°C,23.9
2020-09-14T05:16:05.000Z,TN02_T_0,soil_temperature,°C,23.8
2020-09-14T05:31:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-14T05:46:05.000Z,TN02_T_0,soil_temperature,°C,23.7
2020-09-14T06:16:05.000Z,TN02_T_0,soil_temperature,°C,23.6
2020-09-14T06:31:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-14T06:46:05.000Z,TN02_T_0,soil_temperature,°C,23.5
2020-09-14T07:01:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-14T07:16:05.000Z,TN02_T_0,soil_temperature,°C,23.4
2020-09-14T07:31:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-14T07:46:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-14T08:01:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-14T08:16:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-14T08:31:05.000Z,TN02_T_0,soil_temperature,°C,23.3
2020-09-14T08:46:05.000Z,TN02_T_0,soil_temperature,°C,23.4
